date,time,temp,dewPointTemp,humid,ap,visibility,windDirection,windSpeed,gustSpeed,Precip,event,situation
2011/9/16,2:00 AM,-3 °C,-11 °C,38%,1029 hPa,20 km,Calm,Calm,-,-,,
2011/9/16,8:00 AM,-6 °C,-11 °C,55%,1032 hPa,20 km,Calm,Calm,-,-,,
2011/9/16,11:00 AM,3 °C,-5 °C,43%,1026 hPa,20 km,Calm,Calm,-,-,,
2011/9/16,2:00 PM,9 °C,-3 °C,29%,1021 hPa,20 km,Calm,Calm,-,-,,
2011/9/16,5:00 PM,11 °C,-3 °C,24%,1019 hPa,20 km,East,7.2 km/h /,-,-,,
2011/9/16,8:00 PM,10 °C,-2 °C,34%,1019 hPa,50 km,Calm,Calm,-,-,,
2011/9/16,11:00 PM,3 °C,-9 °C,28%,1026 hPa,20 km,Calm,Calm,-,-,,
2011/9/17,2:00 AM,-1 °C,-8 °C,47%,1029 hPa,20 km,Calm,Calm,-,-,,
2011/9/17,5:00 AM,-3 °C,-10 °C,49%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/9/17,8:00 AM,-4 °C,-9 °C,53%,1031 hPa,20 km,Calm,Calm,-,-,,
2011/9/17,11:00 AM,5 °C,-6 °C,29%,1026 hPa,20 km,Calm,Calm,-,-,,
2011/9/17,2:00 PM,11 °C,-6 °C,19%,1021 hPa,20 km,Calm,Calm,-,-,,
2011/9/17,5:00 PM,14 °C,-5 °C,16%,1017 hPa,20 km,NE,7.2 km/h /,-,-,,
2011/9/17,8:00 PM,12 °C,-4 °C,20%,1018 hPa,20 km,Calm,Calm,-,-,,
2011/9/17,11:00 PM,6 °C,-3 °C,37%,1023 hPa,20 km,Calm,Calm,-,-,,
2011/9/18,2:00 AM,1 °C,-7 °C,42%,1026 hPa,20 km,Calm,Calm,-,-,,
2011/9/18,5:00 AM,-1 °C,-8 °C,48%,1028 hPa,20 km,Calm,Calm,-,-,,
2011/9/18,8:00 AM,-4 °C,-9 °C,53%,1031 hPa,20 km,Calm,Calm,-,-,,
2011/9/18,11:00 AM,7 °C,-3 °C,37%,1025 hPa,20 km,Calm,Calm,-,-,,
2011/9/18,2:00 PM,13 °C,-4 °C,20%,1019 hPa,20 km,Calm,Calm,-,-,,
2011/9/18,5:00 PM,15 °C,-9 °C,9%,1016 hPa,20 km,East,7.2 km/h /,-,-,,
2011/9/18,8:00 PM,13 °C,-7 °C,14%,1017 hPa,20 km,Calm,Calm,-,-,,
2011/9/18,11:00 PM,5 °C,-7 °C,26%,1024 hPa,20 km,Calm,Calm,-,-,,
2011/9/19,2:00 AM,0 °C,-10 °C,30%,1027 hPa,20 km,Calm,Calm,-,-,,
2011/9/19,5:00 AM,-2 °C,-11 °C,39%,1028 hPa,20 km,Calm,Calm,-,-,,
2011/9/19,8:00 AM,-3 °C,-12 °C,39%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/9/19,11:00 AM,8 °C,-4 °C,31%,1024 hPa,20 km,Calm,Calm,-,-,,
2011/9/19,2:00 PM,14 °C,-5 °C,16%,1019 hPa,20 km,Calm,Calm,-,-,,
2011/9/19,5:00 PM,15 °C,-6 °C,12%,1017 hPa,20 km,Calm,Calm,-,-,,
2011/9/19,8:00 PM,12 °C,-4 °C,20%,1019 hPa,20 km,East,7.2 km/h /,-,-,,Clear
2011/9/19,11:00 PM,6 °C,-8 °C,24%,1024 hPa,20 km,Calm,Calm,-,-,,
2011/9/20,2:00 AM,2 °C,-9 °C,31%,1027 hPa,20 km,Calm,Calm,-,-,,
2011/9/20,5:00 AM,-2 °C,-11 °C,36%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/9/20,8:00 AM,-3 °C,-12 °C,35%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/9/20,11:00 AM,6 °C,-3 °C,39%,1024 hPa,20 km,Calm,Calm,-,-,,Clear
2011/9/20,2:00 PM,14 °C,-0 °C,26%,1017 hPa,20 km,Calm,Calm,-,-,,Clear
2011/9/20,5:00 PM,16 °C,-2 °C,17%,1015 hPa,20 km,Calm,Calm,-,-,,Clear
2011/9/20,8:00 PM,13 °C,-3 °C,21%,1015 hPa,20 km,Calm,Calm,-,-,,
2011/9/20,11:00 PM,10 °C,-4 °C,24%,1017 hPa,20 km,Calm,Calm,-,-,,
2011/9/21,2:00 AM,2 °C,-9 °C,29%,1023 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/9/21,5:00 AM,1 °C,-9 °C,33%,1024 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/9/21,8:00 AM,-1 °C,-9 °C,43%,1025 hPa,20 km,Calm,Calm,-,-,,
2011/9/21,11:00 AM,10 °C,-3 °C,28%,1019 hPa,20 km,Calm,Calm,-,-,,
2011/9/21,2:00 PM,16 °C,-2 °C,17%,1012 hPa,20 km,Calm,Calm,-,-,,
2011/9/21,5:00 PM,18 °C,-4 °C,12%,1011 hPa,20 km,East,7.2 km/h /,-,-,,
2011/9/21,8:00 PM,16 °C,0 °C,23%,1011 hPa,20 km,ENE,7.2 km/h /,-,-,,
2011/9/21,11:00 PM,10 °C,-1 °C,33%,1016 hPa,20 km,Calm,Calm,-,-,,
2011/9/22,2:00 AM,4 °C,-4 °C,43%,1020 hPa,20 km,Calm,Calm,-,-,,
2011/9/22,5:00 AM,1 °C,-6 °C,46%,1023 hPa,20 km,Calm,Calm,-,-,,Clear
2011/9/22,8:00 AM,-0 °C,-7 °C,50%,1023 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/9/22,11:00 AM,9 °C,-4 °C,27%,1017 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/9/22,2:00 PM,16 °C,-1 °C,19%,1011 hPa,20 km,Calm,Calm,-,-,,Clear
2011/9/22,5:00 PM,19 °C,-3 °C,12%,1007 hPa,20 km,NNE,7.2 km/h /,-,-,,Scattered Clouds
2011/9/22,8:00 PM,16 °C,-5 °C,12%,1009 hPa,20 km,SE,7.2 km/h /,-,-,,Mostly Cloudy
2011/9/22,11:00 PM,13 °C,-5 °C,16%,1011 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/9/23,2:00 AM,10 °C,-7 °C,18%,1013 hPa,20 km,Calm,Calm,-,-,,
2011/9/23,5:00 AM,11 °C,-0 °C,32%,1013 hPa,20 km,NW,7.2 km/h /,-,-,,Mostly Cloudy
2011/9/23,8:00 AM,10 °C,-2 °C,33%,1014 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2011/9/23,11:00 AM,13 °C,1 °C,33%,1012 hPa,20 km,WSW,7.2 km/h /,-,-,,Clear
2011/9/23,2:00 PM,15 °C,-1 °C,22%,1011 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2011/9/23,5:00 PM,17 °C,-2 °C,16%,1007 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2011/9/23,8:00 PM,14 °C,-5 °C,15%,1009 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/9/23,11:00 PM,9 °C,-0 °C,41%,1014 hPa,20 km,Calm,Calm,-,-,,
2011/9/24,2:00 AM,4 °C,-3 °C,47%,1016 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/9/24,5:00 AM,4 °C,-4 °C,49%,1016 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/9/24,8:00 AM,0 °C,-5 °C,56%,1020 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/9/24,11:00 AM,13 °C,-3 °C,21%,1011 hPa,20 km,WNW,7.2 km/h /,-,-,,Clear
2011/9/24,2:00 PM,15 °C,-6 °C,12%,1008 hPa,20 km,West,14.4 km/h /,-,-,,Scattered Clouds
2011/9/24,5:00 PM,17 °C,-6 °C,10%,1006 hPa,20 km,SW,7.2 km/h /,-,-,,Scattered Clouds
2011/9/24,8:00 PM,16 °C,-6 °C,11%,1005 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/9/24,11:00 PM,10 °C,-7 °C,17%,1008 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/9/25,2:00 AM,12 °C,-3 °C,24%,1009 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2011/9/25,5:00 AM,8 °C,-0 °C,43%,1012 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2011/9/25,8:00 AM,9 °C,1 °C,48%,1011 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/9/25,11:00 AM,10 °C,0 °C,38%,1010 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2011/9/25,2:00 PM,10 °C,1 °C,43%,1010 hPa,20 km,West,14.4 km/h /,-,-,,Mostly Cloudy
2011/9/25,8:00 PM,12 °C,-4 °C,21%,1007 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2011/9/25,11:00 PM,3 °C,-6 °C,39%,1017 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/9/26,2:00 AM,3 °C,-6 °C,39%,1017 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/9/26,5:00 AM,2 °C,-7 °C,39%,1017 hPa,20 km,Calm,Calm,-,-,,Clear
2011/9/26,11:00 AM,4 °C,-3 °C,49%,1019 hPa,10 km,Calm,Calm,-,-,,Mostly Cloudy
2011/9/26,2:00 PM,1 °C,-1 °C,77%,1022 hPa,2 km,NNE,7.2 km/h /,-,-,Snow,Light Snow
2011/9/26,5:00 PM,4 °C,-1 °C,63%,1021 hPa,10 km,WNW,7.2 km/h /,-,-,,Mostly Cloudy
2011/9/26,8:00 PM,3 °C,-6 °C,40%,1022 hPa,20 km,North,14.4 km/h /,-,-,,Partly Cloudy
2011/9/26,11:00 PM,-1 °C,-6 °C,62%,1027 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/9/27,2:00 AM,1 °C,-6 °C,43%,1025 hPa,20 km,SW,7.2 km/h /,-,-,,Mostly Cloudy
2011/9/27,5:00 AM,-0 °C,-6 °C,54%,1026 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/9/27,8:00 AM,-2 °C,-6 °C,63%,1028 hPa,20 km,NW,7.2 km/h /,-,-,,Partly Cloudy
2011/9/27,11:00 AM,3 °C,-6 °C,35%,1025 hPa,20 km,WSW,7.2 km/h /,-,-,,Partly Cloudy
2011/9/27,2:00 PM,6 °C,-10 °C,20%,1023 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2011/9/27,5:00 PM,7 °C,-8 °C,21%,1021 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/9/27,8:00 PM,4 °C,-7 °C,32%,1024 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/9/27,11:00 PM,1 °C,-6 °C,44%,1028 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/9/28,2:00 AM,-0 °C,-8 °C,44%,1028 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/9/28,5:00 AM,-2 °C,-7 °C,57%,1028 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/9/28,8:00 AM,-6 °C,-8 °C,77%,1032 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/9/28,11:00 AM,1 °C,-7 °C,45%,1028 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/9/28,2:00 PM,5 °C,-5 °C,38%,1024 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/9/28,5:00 PM,7 °C,-5 °C,29%,1021 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/9/28,8:00 PM,5 °C,-8 °C,26%,1022 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/9/28,11:00 PM,1 °C,-8 °C,39%,1028 hPa,20 km,Calm,Calm,-,-,,
2011/9/29,5:00 AM,-5 °C,-10 °C,59%,1031 hPa,20 km,Calm,Calm,-,-,,
2011/9/29,8:00 AM,-5 °C,-9 °C,64%,1032 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/9/29,11:00 AM,2 °C,-8 °C,34%,1027 hPa,20 km,South,7.2 km/h /,-,-,,Clear
2011/9/29,2:00 PM,5 °C,-8 °C,26%,1025 hPa,20 km,East,14.4 km/h /,-,-,,Scattered Clouds
2011/9/29,5:00 PM,6 °C,-10 °C,18%,1024 hPa,20 km,East,7.2 km/h /,-,-,,Scattered Clouds
2011/9/29,8:00 PM,4 °C,-6 °C,34%,1027 hPa,20 km,Calm,Calm,-,-,,
2011/9/29,11:00 PM,0 °C,-9 °C,37%,1031 hPa,20 km,Calm,Calm,-,-,,
2011/9/30,2:00 AM,-3 °C,-9 °C,50%,1034 hPa,20 km,Calm,Calm,-,-,,
2011/9/30,5:00 AM,-6 °C,-11 °C,56%,1036 hPa,20 km,Calm,Calm,-,-,,
2011/9/30,8:00 AM,-7 °C,-10 °C,73%,1037 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/9/30,11:00 AM,2 °C,-6 °C,45%,1031 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/9/30,2:00 PM,7 °C,-6 °C,29%,1027 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/9/30,5:00 PM,8 °C,-8 °C,19%,1025 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/9/30,8:00 PM,6 °C,-10 °C,18%,1026 hPa,20 km,East,7.2 km/h /,-,-,,Mostly Cloudy
2011/9/30,11:00 PM,0 °C,-10 °C,31%,1033 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/1,2:00 AM,-3 °C,-11 °C,39%,1035 hPa,20 km,Calm,Calm,-,-,,
2011/10/1,5:00 AM,-4 °C,-10 °C,51%,1037 hPa,20 km,Calm,Calm,-,-,,
2011/10/1,8:00 AM,-5 °C,-10 °C,54%,1038 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/1,11:00 AM,3 °C,-8 °C,31%,1032 hPa,20 km,Calm,Calm,-,-,,
2011/10/1,2:00 PM,9 °C,-6 °C,21%,1027 hPa,50 km,Calm,Calm,-,-,,
2011/10/1,5:00 PM,11 °C,-3 °C,24%,1024 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/1,8:00 PM,8 °C,-5 °C,26%,1025 hPa,20 km,Calm,Calm,-,-,,
2011/10/1,11:00 PM,2 °C,-7 °C,39%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/10/2,8:00 AM,-6 °C,-10 °C,58%,1038 hPa,20 km,Calm,Calm,-,-,,
2011/10/2,11:00 AM,3 °C,-4 °C,48%,1031 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/2,2:00 PM,10 °C,-3 °C,27%,1025 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/2,5:00 PM,13 °C,-2 °C,23%,1019 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/2,8:00 PM,9 °C,-3 °C,30%,1022 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/2,11:00 PM,3 °C,-7 °C,35%,1026 hPa,20 km,Calm,Calm,-,-,,
2011/10/3,2:00 AM,-0 °C,-8 °C,44%,1028 hPa,20 km,Calm,Calm,-,-,,
2011/10/3,5:00 AM,-3 °C,-10 °C,48%,1025 hPa,20 km,Calm,Calm,-,-,,
2011/10/3,8:00 AM,-4 °C,-10 °C,55%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/10/3,11:00 AM,7 °C,-4 °C,33%,1023 hPa,20 km,Calm,Calm,-,-,,
2011/10/3,2:00 PM,13 °C,-8 °C,12%,1017 hPa,20 km,West,14.4 km/h /,-,-,,Clear
2011/10/3,5:00 PM,15 °C,-8 °C,10%,1013 hPa,20 km,West,7.2 km/h /,-,-,,Clear
2011/10/3,8:00 PM,12 °C,5 °C,56%,1014 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/3,11:00 PM,8 °C,-6 °C,24%,1018 hPa,20 km,West,7.2 km/h /,-,-,,
2011/10/4,2:00 AM,1 °C,-9 °C,32%,1023 hPa,20 km,Calm,Calm,-,-,,
2011/10/4,5:00 AM,-1 °C,-9 °C,42%,1024 hPa,20 km,Calm,Calm,-,-,,
2011/10/4,8:00 AM,-4 °C,-10 °C,53%,1026 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/4,11:00 AM,5 °C,-5 °C,34%,1020 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/4,2:00 PM,13 °C,-6 °C,14%,1013 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/4,5:00 PM,15 °C,-4 °C,16%,1010 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/4,8:00 PM,11 °C,-8 °C,14%,1012 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/4,11:00 PM,7 °C,-9 °C,17%,1017 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/5,2:00 AM,2 °C,-11 °C,23%,1023 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/5,5:00 AM,1 °C,-10 °C,31%,1021 hPa,20 km,South,7.2 km/h /,-,-,,
2011/10/5,8:00 AM,-3 °C,-12 °C,37%,1023 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/5,11:00 AM,5 °C,-5 °C,36%,1020 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/5,2:00 PM,16 °C,-3 °C,17%,1009 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/5,5:00 PM,18 °C,-1 °C,17%,1007 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/5,8:00 PM,12 °C,-7 °C,15%,1009 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/10/5,11:00 PM,7 °C,-6 °C,28%,1017 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/10/6,2:00 AM,5 °C,-5 °C,36%,1016 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/6,5:00 AM,3 °C,-6 °C,39%,1018 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/6,8:00 AM,4 °C,-5 °C,38%,1016 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/6,11:00 AM,6 °C,-2 °C,46%,1016 hPa,20 km,Calm,Calm,-,-,,Overcast
2011/10/6,2:00 PM,9 °C,0 °C,40%,1012 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/6,5:00 PM,16 °C,2 °C,25%,1008 hPa,20 km,West,14.4 km/h /,-,-,,Partly Cloudy
2011/10/6,8:00 PM,12 °C,-7 °C,15%,1009 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2011/10/6,11:00 PM,8 °C,-5 °C,27%,1012 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2011/10/7,2:00 AM,9 °C,-5 °C,25%,1012 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/7,5:00 AM,7 °C,-4 °C,32%,1012 hPa,20 km,West,21.6 km/h /,-,-,,Scattered Clouds
2011/10/7,8:00 AM,4 °C,-7 °C,31%,1019 hPa,20 km,SW,7.2 km/h /,-,-,,Partly Cloudy
2011/10/7,11:00 AM,7 °C,-7 °C,22%,1020 hPa,20 km,West,14.4 km/h /,-,-,,Partly Cloudy
2011/10/7,2:00 PM,9 °C,-7 °C,19%,1020 hPa,20 km,West,14.4 km/h /,-,-,,Scattered Clouds
2011/10/7,5:00 PM,9 °C,-7 °C,18%,1018 hPa,20 km,WNW,7.2 km/h /,-,-,,Scattered Clouds
2011/10/7,8:00 PM,7 °C,-10 °C,18%,1020 hPa,20 km,Calm,Calm,-,-,,
2011/10/7,11:00 PM,1 °C,-10 °C,30%,1025 hPa,20 km,Calm,Calm,-,-,,
2011/10/8,5:00 AM,-4 °C,-13 °C,39%,1029 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/8,8:00 AM,-6 °C,-11 °C,53%,1033 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/8,11:00 AM,3 °C,-4 °C,45%,1024 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/8,2:00 PM,9 °C,-5 °C,26%,1017 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/8,5:00 PM,10 °C,-5 °C,21%,1014 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/8,8:00 PM,7 °C,-4 °C,33%,1017 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/8,11:00 PM,3 °C,-5 °C,43%,1021 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/9,2:00 AM,-0 °C,-6 °C,56%,1023 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/9,5:00 AM,-3 °C,-7 °C,64%,1024 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/9,8:00 AM,-5 °C,-9 °C,64%,1027 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/9,11:00 AM,3 °C,-3 °C,56%,1021 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/9,2:00 PM,11 °C,-0 °C,34%,1016 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/9,5:00 PM,12 °C,-0 °C,30%,1013 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/9,8:00 PM,9 °C,-1 °C,36%,1016 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/9,11:00 PM,8 °C,-3 °C,35%,1017 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/10,5:00 AM,2 °C,0 °C,86%,1021 hPa,2 km,West,7.2 km/h /,-,-,Rain,Rain
2011/10/10,8:00 AM,1 °C,-1 °C,82%,1022 hPa,2 km,SW,14.4 km/h /,-,-,Snow,Snow
2011/10/10,11:00 AM,0 °C,-2 °C,81%,1023 hPa,1 km,West,7.2 km/h /,-,-,Snow,Snow
2011/10/10,2:00 PM,1 °C,-3 °C,66%,1025 hPa,1 km,West,7.2 km/h /,-,-,Snow,Snow
2011/10/10,5:00 PM,2 °C,-4 °C,50%,1024 hPa,20 km,SW,7.2 km/h /,-,-,Snow,Light Snow
2011/10/10,8:00 PM,1 °C,-6 °C,50%,1026 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/10/10,11:00 PM,-0 °C,-6 °C,54%,1028 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/10/11,2:00 AM,-1 °C,-7 °C,48%,1029 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/11,5:00 AM,-2 °C,-7 °C,55%,1030 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/11,8:00 AM,-3 °C,-8 °C,59%,1032 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/10/11,11:00 AM,-6 °C,-18 °C,23%,1024 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/10/11,2:00 PM,3 °C,-7 °C,34%,1029 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2011/10/11,8:00 PM,2 °C,-4 °C,55%,1028 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2011/10/11,11:00 PM,0 °C,-4 °C,68%,1031 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/12,2:00 AM,-0 °C,-4 °C,65%,1033 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/12,5:00 AM,-0 °C,-5 °C,64%,1032 hPa,20 km,West,14.4 km/h /,-,-,,
2011/10/12,8:00 AM,-0 °C,-6 °C,54%,1032 hPa,20 km,West,14.4 km/h /,-,-,,Scattered Clouds
2011/10/12,11:00 AM,2 °C,-7 °C,37%,1031 hPa,20 km,West,14.4 km/h /,-,-,,Scattered Clouds
2011/10/12,2:00 PM,5 °C,-6 °C,31%,1030 hPa,20 km,West,14.4 km/h /,-,-,,Clear
2011/10/12,5:00 PM,7 °C,-5 °C,30%,1027 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2011/10/12,8:00 PM,3 °C,-8 °C,31%,1031 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/12,11:00 PM,0 °C,-5 °C,55%,1034 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/13,2:00 AM,-0 °C,-6 °C,59%,1036 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/13,5:00 AM,-1 °C,-7 °C,56%,1035 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/13,8:00 AM,-3 °C,-7 °C,62%,1037 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/13,11:00 AM,1 °C,-6 °C,48%,1035 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/13,2:00 PM,6 °C,-6 °C,27%,1032 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2011/10/13,5:00 PM,8 °C,-8 °C,19%,1029 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2011/10/13,8:00 PM,5 °C,-4 °C,39%,1030 hPa,20 km,Calm,Calm,-,-,,
2011/10/13,11:00 PM,-0 °C,-4 °C,72%,1036 hPa,20 km,Calm,Calm,-,-,,
2011/10/14,2:00 AM,-1 °C,-5 °C,67%,1036 hPa,20 km,Calm,Calm,-,-,,
2011/10/14,5:00 AM,-2 °C,-6 °C,63%,1037 hPa,20 km,Calm,Calm,-,-,,
2011/10/14,8:00 AM,-4 °C,-7 °C,68%,1038 hPa,20 km,Calm,Calm,-,-,,
2011/10/14,11:00 AM,2 °C,-3 °C,60%,1035 hPa,20 km,Calm,Calm,-,-,,
2011/10/14,2:00 PM,8 °C,-2 °C,36%,1032 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/14,5:00 PM,10 °C,-3 °C,27%,1028 hPa,20 km,West,7.2 km/h /,-,-,,Clear
2011/10/14,8:00 PM,7 °C,-2 °C,39%,1031 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/14,11:00 PM,2 °C,-2 °C,65%,1034 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/15,2:00 AM,-1 °C,-4 °C,70%,1035 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/15,5:00 AM,-3 °C,-5 °C,85%,1035 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/15,8:00 AM,-4 °C,-7 °C,68%,1036 hPa,20 km,Calm,Calm,-,-,,Clear
2011/10/15,11:00 AM,3 °C,-3 °C,55%,1031 hPa,20 km,Calm,Calm,-,-,,
2011/10/15,2:00 PM,10 °C,-4 °C,26%,1025 hPa,20 km,West,7.2 km/h /,-,-,,
2011/10/15,5:00 PM,12 °C,-6 °C,17%,1022 hPa,20 km,Calm,Calm,-,-,,
2011/10/15,8:00 PM,7 °C,-4 °C,33%,1025 hPa,20 km,Calm,Calm,-,-,,
2011/10/15,11:00 PM,2 °C,-12 °C,23%,1031 hPa,20 km,Calm,Calm,-,-,,
2011/10/16,2:00 AM,-2 °C,-4 °C,75%,1032 hPa,20 km,Calm,Calm,-,-,,
2011/10/16,5:00 AM,-2 °C,-5 °C,74%,1033 hPa,20 km,Calm,Calm,-,-,,
2011/10/16,8:00 AM,-4 °C,-6 °C,85%,1032 hPa,20 km,Calm,Calm,-,-,,
2011/10/16,11:00 AM,2 °C,-2 °C,63%,1027 hPa,20 km,Calm,Calm,-,-,,
2011/10/16,2:00 PM,10 °C,-4 °C,25%,1020 hPa,20 km,Calm,Calm,-,-,,
2011/10/16,5:00 PM,12 °C,-4 °C,22%,1018 hPa,20 km,West,7.2 km/h /,-,-,,
2011/10/16,8:00 PM,6 °C,-9 °C,21%,1022 hPa,20 km,Calm,Calm,-,-,,
